item_id,timestamp,qty_sold
category1_01,2022-03-27,1
category1_01,2022-03-28,4
category1_01,2022-03-29,6
category1_01,2022-03-30,5
category1_01,2022-04-01,14
category1_01,2022-04-02,15
category1_01,2022-04-03,1
category1_01,2022-04-05,3
category1_01,2022-04-06,3
category1_01,2022-04-07,2
category1_01,2022-04-08,4
category1_01,2022-04-09,5
category1_01,2022-04-11,7
category1_01,2022-04-12,7
category1_01,2022-04-13,3
category1_01,2022-04-14,3
category1_01,2022-04-15,5
category1_01,2022-04-16,10
category1_01,2022-04-18,5
category1_01,2022-04-20,2
category1_01,2022-04-21,5
category1_01,2022-04-22,4
category1_01,2022-04-23,20
category1_01,2022-04-25,4
category1_01,2022-04-26,0
category1_01,2022-04-27,2
category1_01,2022-04-28,6
category1_01,2022-04-29,3
category1_01,2022-04-30,7
category1_01,2022-05-02,7
category1_01,2022-05-03,4
category1_01,2022-05-04,1
category1_01,2022-05-05,8
category1_01,2022-05-06,4
category1_01,2022-05-07,11
category1_01,2022-05-08,1
category1_01,2022-05-09,4
category1_01,2022-05-10,5
category1_01,2022-05-11,4
category1_01,2022-05-12,9
category1_01,2022-05-13,11
category1_01,2022-05-14,7
category1_01,2022-05-15,1
category1_01,2022-05-16,9
category1_01,2022-05-17,8
category1_01,2022-05-18,15
category1_01,2022-05-19,5
category1_01,2022-05-20,3
category1_01,2022-05-21,7
category1_01,2022-05-22,1
category1_01,2022-05-23,5
category1_01,2022-05-24,7
category1_01,2022-05-25,6
category1_01,2022-05-26,13
category1_01,2022-05-27,8
category1_01,2022-05-28,9
category1_01,2022-05-29,1
category1_01,2022-05-30,6
category1_01,2022-05-31,9
category1_01,2022-06-01,5
category1_01,2022-06-02,3
category1_01,2022-06-03,4
category1_01,2022-06-04,15
category1_01,2022-06-05,1
category1_01,2022-06-06,6
category1_01,2022-06-07,3
category1_01,2022-06-08,3
category1_01,2022-06-09,3
category1_01,2022-06-10,8
category1_01,2022-06-11,16
category1_01,2022-06-12,1
category1_01,2022-06-13,6
category1_01,2022-06-14,6
category1_01,2022-06-15,11
category1_01,2022-06-16,5
category1_01,2022-06-17,8
category1_01,2022-06-18,6
category1_01,2022-06-19,10
category1_01,2022-06-21,3
category1_01,2022-06-22,5
category1_01,2022-06-23,7
category1_01,2022-06-24,8
category1_01,2022-06-25,18
category1_01,2022-06-26,4
category1_01,2022-06-27,4
category1_01,2022-06-28,9
category1_01,2022-06-29,7
category1_01,2022-06-30,4
category1_01,2022-07-01,7
category1_01,2022-07-02,19
category1_01,2022-07-03,4
category1_01,2022-07-04,8
category1_01,2022-07-05,6
category1_01,2022-07-06,1
category1_01,2022-07-07,5
category1_01,2022-07-08,4
category1_01,2022-07-09,12
category1_01,2022-07-10,2
category1_01,2022-07-11,4
category1_01,2022-07-12,4
category1_01,2022-07-13,4
category1_01,2022-07-14,7
category1_01,2022-07-15,8
category1_01,2022-07-16,9
category1_01,2022-07-17,6
category1_01,2022-07-18,4
category1_01,2022-07-19,7
category1_01,2022-07-20,5
category1_01,2022-07-21,5
category1_01,2022-07-22,5
category1_01,2022-07-23,17
category1_01,2022-07-24,2
category1_01,2022-07-25,4
category1_01,2022-07-26,5
category1_01,2022-07-27,8
category1_01,2022-07-28,7
category1_01,2022-07-29,2
category1_01,2022-07-30,7
category1_01,2022-08-01,1
category1_01,2022-08-02,2
category1_01,2022-08-03,3
category1_01,2022-08-04,5
category1_01,2022-08-05,1
category1_01,2022-08-06,5
category1_01,2022-08-08,2
category1_01,2022-08-09,1
category1_01,2022-08-10,1
category1_01,2022-08-11,2
category1_01,2022-08-13,4
category1_01,2022-08-16,2
category1_01,2022-08-17,1
category1_01,2022-08-18,1
category1_01,2022-08-19,3
category1_01,2022-08-20,3
category1_01,2022-08-21,1
category1_01,2022-08-22,5
category1_01,2022-08-23,2
category1_01,2022-08-24,1
category1_01,2022-08-25,8
category1_01,2022-08-26,8
category1_01,2022-08-27,4
category1_01,2022-08-28,1
category1_01,2022-08-29,1
category1_01,2022-08-30,5
category1_01,2022-08-31,2
category1_01,2022-09-01,3
category1_01,2022-09-02,3
category1_01,2022-09-03,11
category1_01,2022-09-04,1
category1_01,2022-09-05,6
category1_01,2022-09-06,3
category1_01,2022-09-07,6
category1_01,2022-09-08,5
category1_01,2022-09-09,4
category1_01,2022-09-10,12
category1_01,2022-09-11,1
category1_01,2022-09-12,6
category1_01,2022-09-13,4
category1_01,2022-09-14,5
category1_01,2022-09-15,7
category1_01,2022-09-16,7
category1_01,2022-09-17,13
category1_01,2022-09-19,3
category1_01,2022-09-20,2
category1_01,2022-09-21,3
category1_01,2022-09-22,4
category1_01,2022-09-23,9
category1_01,2022-09-24,10
category1_01,2022-09-25,1
category1_01,2022-09-26,1
category1_01,2022-09-27,1
category1_01,2022-09-28,1
category1_01,2022-09-29,3
category1_01,2022-09-30,4
category1_01,2022-10-01,6
category1_01,2022-10-02,2
category1_01,2022-10-03,2
category1_01,2022-10-04,1
category1_01,2022-10-05,4
category1_01,2022-10-06,7
category1_01,2022-10-07,5
category1_01,2022-10-08,16
category1_01,2022-10-10,4
category1_01,2022-10-11,0
category1_01,2022-10-12,4
category1_01,2022-10-13,3
category1_01,2022-10-14,3
category1_01,2022-10-15,16
category1_01,2022-10-16,1
category1_01,2022-10-17,1
category1_01,2022-10-18,6
category1_01,2022-10-20,5
category1_01,2022-10-21,5
category1_01,2022-10-22,6
category1_01,2022-10-24,3
category1_01,2022-10-25,2
category1_01,2022-10-26,1
category1_01,2022-10-27,2
category1_01,2022-10-28,3
category1_01,2022-10-29,8
category1_01,2022-10-30,1
category1_01,2022-10-31,5
category1_01,2022-11-02,3
category1_01,2022-11-03,1
category1_01,2022-11-04,1
category1_01,2022-11-05,8
category1_01,2022-11-06,1
category1_01,2022-11-08,4
category1_01,2022-11-09,5
category1_01,2022-11-11,4
category1_01,2022-11-12,5
category1_01,2022-11-14,3
category1_01,2022-11-15,2
category1_01,2022-11-16,3
category1_01,2022-11-17,2
category1_01,2022-11-18,3
category1_01,2022-11-19,8
category1_01,2022-11-21,2
category1_01,2022-11-22,2
category1_01,2022-11-23,1
category1_01,2022-11-24,1
category1_01,2022-11-25,4
category1_01,2022-11-26,6
category1_01,2022-11-27,3
category1_01,2022-11-28,17
category1_01,2022-11-29,10
category1_01,2022-11-30,3
category1_01,2022-12-01,5
category1_01,2022-12-02,3
category1_01,2022-12-03,13
category1_01,2022-12-04,11
category1_01,2022-12-05,2
category1_01,2022-12-06,5
category1_01,2022-12-07,2
category1_01,2022-12-08,2
category1_01,2022-12-09,9
category1_01,2022-12-10,20
category1_01,2022-12-11,5
category1_01,2022-12-12,4
category1_01,2022-12-13,1
category1_01,2022-12-14,1
category1_01,2022-12-15,3
category1_01,2022-12-16,3
category1_01,2022-12-17,11
category1_01,2022-12-18,1
category1_01,2022-12-19,5
category1_01,2022-12-20,9
category1_01,2022-12-21,3
category1_01,2022-12-22,9
category1_01,2022-12-23,18
category1_01,2022-12-24,4
category1_01,2022-12-26,1
category1_01,2022-12-27,5
category1_01,2022-12-28,7
category1_01,2022-12-29,1
category1_01,2022-12-30,4
category1_01,2022-12-31,3
category1_01,2023-01-02,3
category1_01,2023-01-03,4
category1_01,2023-01-04,2
category1_01,2023-01-05,5
category1_01,2023-01-06,1
category1_01,2023-01-07,7
category1_01,2023-01-08,3
category1_01,2023-01-09,3
category1_01,2023-01-10,1
category1_01,2023-01-11,5
category1_01,2023-01-12,7
category1_01,2023-01-13,6
category1_01,2023-01-14,8
category1_01,2023-01-15,8
category1_01,2023-01-17,0
category1_01,2023-01-18,2
category1_01,2023-01-19,1
category1_01,2023-01-20,1
category1_01,2023-01-21,7
category1_01,2023-01-23,1
category1_01,2023-01-24,2
category1_01,2023-01-25,6
category1_01,2023-01-26,3
category1_01,2023-01-27,15
category1_01,2023-01-28,11
category1_01,2023-01-30,2
category1_01,2023-01-31,3
category1_01,2023-02-01,1
category1_01,2023-02-02,1
category1_01,2023-02-03,1
category1_01,2023-02-04,8
category1_01,2023-02-06,2
category1_01,2023-02-08,3
category1_01,2023-02-09,4
category1_01,2023-02-10,2
category1_01,2023-02-11,6
category1_01,2023-02-14,3
category1_01,2023-02-15,3
category1_01,2023-02-17,1
category1_01,2023-02-18,13
category1_01,2023-02-20,4
category1_01,2023-02-21,5
category1_01,2023-02-23,2
category1_01,2023-02-24,11
category1_01,2023-02-25,2
category1_01,2023-02-28,4
category1_01,2023-03-03,1
category1_01,2023-03-04,10
category1_01,2023-03-07,0
category1_01,2023-03-08,4
category1_01,2023-03-09,2
category1_01,2023-03-10,2
category1_01,2023-03-11,6
category1_01,2023-03-14,1
category1_01,2023-03-15,1
category1_01,2023-03-16,2
category1_01,2023-03-17,2
category1_01,2023-03-18,2
category1_01,2023-03-20,4
category1_01,2023-03-21,4
category1_01,2023-03-22,1
category1_01,2023-03-23,2
category1_01,2023-03-24,2
category1_01,2023-03-25,12
category1_01,2023-03-27,5
category1_01,2023-03-28,2
category1_01,2023-03-29,3
category1_01,2023-03-30,2
category1_01,2023-03-31,4
category1_01,2023-04-01,11
category1_01,2023-04-02,2
category1_01,2023-04-04,1
category1_01,2023-04-05,5
category1_01,2023-04-06,5
category1_01,2023-04-07,2
category1_01,2023-04-08,6
category1_01,2023-04-10,0
category1_01,2023-04-11,3
category1_01,2023-04-12,1
category1_01,2023-04-13,2
category1_01,2023-04-14,1
category1_01,2023-04-15,5
category1_01,2023-04-17,5
category1_01,2023-04-18,3
category1_01,2023-04-19,1
category1_01,2023-04-20,3
category1_01,2023-04-21,3
category1_01,2023-04-22,9
category1_01,2023-04-24,3
category1_01,2023-04-25,2
category1_01,2023-04-27,3
category1_01,2023-04-29,8
category1_01,2023-05-03,5
category1_01,2023-05-04,2
category1_01,2023-05-05,5
category1_01,2023-05-06,1
category1_01,2023-05-07,1
category1_01,2023-05-08,1
category1_01,2023-05-09,3
category1_01,2023-05-10,1
category1_01,2023-05-12,5
category1_01,2023-05-13,13
category1_01,2023-05-15,1
category1_01,2023-05-16,2
category1_01,2023-05-17,1
category1_01,2023-05-18,5
category1_01,2023-05-19,4
category1_01,2023-05-21,1
category1_01,2023-05-22,2
category1_01,2023-05-23,7
category1_01,2023-05-24,3
category1_01,2023-05-25,3
category1_01,2023-05-26,3
category1_01,2023-05-27,6
category1_01,2023-05-31,2
category1_01,2023-06-01,1
category1_01,2023-06-02,4
category1_01,2023-06-03,10
category1_01,2023-06-04,1
category1_01,2023-06-05,4
category1_01,2023-06-06,1
category1_01,2023-06-07,5
category1_01,2023-06-08,4
category1_01,2023-06-09,5
category1_01,2023-06-10,17
category1_01,2023-06-11,2
category1_01,2023-06-12,10
category1_01,2023-06-13,5
category1_01,2023-06-14,2
category1_01,2023-06-15,5
category1_01,2023-06-16,6
category1_01,2023-06-17,6
category1_01,2023-06-19,7
category1_01,2023-06-20,3
category1_01,2023-06-21,3
category1_01,2023-06-22,3
category1_01,2023-06-23,3
category1_01,2023-06-24,13
category1_01,2023-06-25,3
category1_01,2023-06-26,1
category1_01,2023-06-28,1
category1_01,2023-06-29,1
category1_01,2023-06-30,4
category1_01,2023-07-01,7
category1_01,2023-07-02,1
category1_01,2023-07-03,2
category1_01,2023-07-04,6
category1_01,2023-07-05,6
category1_01,2023-07-06,4
category1_01,2023-07-07,6
category1_01,2023-07-08,7
category1_01,2023-07-10,2
category1_01,2023-07-11,3
category1_01,2023-07-12,3
category1_01,2023-07-14,2
category1_01,2023-07-15,4
category1_01,2023-07-16,4
category1_01,2023-07-17,2
category1_01,2023-07-18,1
category1_01,2023-07-19,1
category1_01,2023-07-21,1
category1_01,2023-07-22,7
category1_01,2023-07-23,2
category1_01,2023-07-24,1
category1_01,2023-07-25,2
category1_01,2023-07-26,2
category1_01,2023-07-27,3
category1_01,2023-07-28,1
category1_01,2023-07-29,1
category1_01,2023-07-30,1
category1_01,2023-07-31,1
category1_01,2023-08-02,4
category1_01,2023-08-04,3
category1_01,2023-08-05,1
category1_01,2023-08-06,1
category1_01,2023-08-07,1
category1_01,2023-08-08,1
category1_01,2023-08-11,3
category1_01,2023-08-12,3
category1_01,2023-08-13,1
category1_01,2023-08-17,5
category1_01,2023-08-18,1
category1_01,2023-08-19,1
category1_01,2023-08-21,1
category1_01,2023-08-22,6
category1_01,2023-08-23,3
category1_01,2023-08-25,5
category1_01,2023-08-26,2
category1_01,2023-08-27,1
category1_01,2023-08-28,0
category1_01,2023-08-29,3
category1_01,2023-08-30,4
category1_01,2023-08-31,2
category1_01,2023-09-01,1
category1_01,2023-09-02,7
category1_01,2023-09-03,1
category1_01,2023-09-04,1
category1_01,2023-09-05,2
category1_01,2023-09-06,6
category1_01,2023-09-07,1
category1_01,2023-09-08,5
category1_01,2023-09-09,6
category1_01,2023-09-11,3
category1_01,2023-09-12,4
category1_01,2023-09-13,6
category1_01,2023-09-14,2
category1_01,2023-09-15,4
category1_01,2023-09-16,6
category1_01,2023-09-19,4
category1_01,2023-09-20,2
category1_01,2023-09-21,4
category1_01,2023-09-22,4
category1_01,2023-09-23,8
category1_01,2023-09-24,1
category1_01,2023-09-25,4
category1_01,2023-09-26,1
category1_01,2023-09-28,4
category1_01,2023-09-29,4
category1_01,2023-09-30,4
category1_01,2023-10-01,1
category1_01,2023-10-02,1
category1_01,2023-10-05,9
category1_01,2023-10-06,7
category1_01,2023-10-07,10
category1_01,2023-10-08,1
category1_01,2023-10-09,4
category1_01,2023-10-10,1
category1_01,2023-10-11,4
category1_01,2023-10-12,6
category1_01,2023-10-13,6
category1_01,2023-10-14,5
category1_01,2023-10-15,1
category1_01,2023-10-16,4
category1_01,2023-10-17,3
category1_01,2023-10-18,1
category1_01,2023-10-19,4
category1_01,2023-10-20,1
category1_01,2023-10-21,12
category1_01,2023-10-23,4
category1_01,2023-10-24,8
category1_01,2023-10-26,1
category1_01,2023-10-27,2
category1_01,2023-10-28,8
category1_01,2023-10-30,2
category1_01,2023-11-02,1
category1_01,2023-11-03,4
category1_01,2023-11-04,3
category1_01,2023-11-06,4
category1_01,2023-11-07,1
category1_01,2023-11-08,9
category1_01,2023-11-09,1
category1_01,2023-11-10,2
category1_01,2023-11-11,1
category1_01,2023-11-13,3
category1_01,2023-11-14,0
category1_01,2023-11-16,1
category1_01,2023-11-17,3
category1_01,2023-11-18,4
category1_01,2023-11-20,2
category1_01,2023-11-21,0
category1_01,2023-11-22,1
category1_01,2023-11-23,2
category1_01,2023-11-24,4
category1_01,2023-11-25,7
category1_01,2023-11-26,1
category1_01,2023-11-27,1
category1_01,2023-11-28,5
category1_01,2023-11-29,3
category1_01,2023-11-30,1
category1_01,2023-12-01,4
category1_01,2023-12-02,7
category1_01,2023-12-05,1
category1_01,2023-12-06,1
category1_01,2023-12-07,3
category1_01,2023-12-08,7
category1_01,2023-12-09,12
category1_01,2023-12-10,2
category1_01,2023-12-11,1
category1_01,2023-12-12,1
category1_01,2023-12-14,4
category1_01,2023-12-15,6
category1_01,2023-12-16,16
category1_01,2023-12-17,4
category1_01,2023-12-18,3
category1_01,2023-12-19,6
category1_01,2023-12-20,3
category1_01,2023-12-21,8
category1_01,2023-12-22,4
category1_01,2023-12-23,8
category1_01,2023-12-26,0
category1_01,2023-12-27,2
category1_01,2023-12-28,3
category1_01,2023-12-29,3
category1_01,2023-12-30,2
category1_01,2024-01-02,3
category1_01,2024-01-03,3
category1_01,2024-01-04,1
category1_01,2024-01-05,3
category1_01,2024-01-06,6
category1_01,2024-01-09,1
category1_01,2024-01-10,0
category1_01,2024-01-11,1
category1_01,2024-01-12,2
category1_01,2024-01-13,1
category1_01,2024-01-15,0
category1_01,2024-01-16,1
category1_01,2024-01-17,0
category1_01,2024-01-19,1
category1_01,2024-01-20,4
category1_01,2024-01-22,1
category1_01,2024-01-23,2
category1_01,2024-01-24,1
category1_01,2024-01-25,2
category1_01,2024-01-26,1
category1_01,2024-01-27,9
category1_01,2024-01-29,1
category1_01,2024-01-30,1
category1_01,2024-01-31,5
category1_01,2024-02-01,2
category1_01,2024-02-02,3
category1_01,2024-02-03,2
category1_01,2024-02-05,1
category1_01,2024-02-09,2
category1_01,2024-02-10,1
category1_01,2024-02-12,1
category1_01,2024-02-13,2
category1_01,2024-02-14,1
category1_01,2024-02-15,1
category1_01,2024-02-16,3
category1_01,2024-02-17,4
category1_01,2024-02-18,1
category1_01,2024-02-19,2
category1_01,2024-02-20,1
category1_01,2024-02-21,2
category1_01,2024-02-24,3
category1_01,2024-02-26,1
category1_01,2024-02-27,1
category1_01,2024-03-02,3
category1_01,2024-03-04,2
category1_01,2024-03-05,8
category1_01,2024-03-08,0
category1_01,2024-03-09,11
category1_01,2024-03-11,1
category1_01,2024-03-13,2
category1_01,2024-03-14,1
category1_01,2024-03-15,2
category1_01,2024-03-16,6
category1_01,2024-03-17,1
category1_01,2024-03-18,2
category1_01,2024-03-20,1
category1_01,2024-03-21,6
category1_01,2024-03-22,3
category1_01,2024-03-23,3
category1_01,2024-03-25,1
category1_01,2024-03-26,4
category1_01,2024-03-27,3
category1_01,2024-03-28,1
category1_01,2024-03-29,3
category1_01,2024-03-30,3
category1_01,2024-03-31,1
category1_01,2024-04-01,4
category1_01,2024-04-02,3
category1_01,2024-04-03,4
category1_01,2024-04-04,1
category1_01,2024-04-05,2
category1_01,2024-04-06,8
category1_01,2024-04-08,6
category1_01,2024-04-09,1
category1_01,2024-04-10,3
category1_01,2024-04-11,2
category1_01,2024-04-12,4
category1_01,2024-04-13,5
category1_01,2024-04-14,1
category1_01,2024-04-15,3
category1_01,2024-04-16,1
category1_01,2024-04-19,2
category1_01,2024-04-20,4
category1_01,2024-04-21,1
category1_01,2024-04-23,3
category1_01,2024-04-24,1
category1_01,2024-04-25,1
category1_01,2024-04-27,11
category1_01,2024-04-29,4
category1_01,2024-04-30,2
category1_01,2024-05-02,4
category1_01,2024-05-03,4
category1_01,2024-05-04,8
category1_01,2024-05-06,1
category1_01,2024-05-07,3
category1_01,2024-05-08,2
category1_01,2024-05-09,3
category1_01,2024-05-11,7
category1_01,2024-05-12,1
category1_01,2024-05-13,5
category1_01,2024-05-14,6
category1_01,2024-05-15,5
category1_01,2024-05-16,6
category1_01,2024-05-17,1
category1_01,2024-05-18,5
category1_01,2024-05-19,1
category1_01,2024-05-20,5
category1_01,2024-05-21,3
category1_01,2024-05-22,6
category1_01,2024-05-23,1
category1_01,2024-05-24,5
category1_01,2024-05-25,3
category1_01,2024-05-26,1
category1_01,2024-05-27,1
category1_01,2024-05-28,3
category1_01,2024-05-29,3
category1_01,2024-05-30,1
category1_01,2024-05-31,1
category1_01,2024-06-01,7
category1_01,2024-06-02,1
category1_01,2024-06-03,0
category1_01,2024-06-04,1
category1_01,2024-06-05,1
category1_01,2024-06-06,1
category1_01,2024-06-07,2
category1_01,2024-06-08,8
category1_01,2024-06-09,1
category1_01,2024-06-10,1
category1_01,2024-06-11,4
category1_01,2024-06-12,3
category1_01,2024-06-13,5
category1_01,2024-06-14,3
category1_01,2024-06-15,5
category1_01,2024-06-17,4
category1_01,2024-06-18,2
category1_01,2024-06-19,1
category1_01,2024-06-20,2
category1_01,2024-06-21,3
category1_01,2024-06-22,8
category1_01,2024-06-24,4
category1_01,2024-06-25,2
category1_01,2024-06-26,9
category1_01,2024-06-27,0
category1_01,2024-06-28,6
category1_01,2024-06-29,9
category1_01,2024-07-01,1
category1_01,2024-07-02,2
category1_01,2024-07-03,4
category1_01,2024-07-04,5
category1_01,2024-07-05,2
category1_01,2024-07-06,4
category1_01,2024-07-07,4
category1_01,2024-07-08,4
category1_01,2024-07-09,5
category1_01,2024-07-10,2
category1_01,2024-07-11,4
